MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          SoilIndex   
1.354       37.62       0.9811      0.1075      1.96        75.15       18.79       0.006705    0.6142      1.543       0.6621      1           
8.13        70.83       0.9662      0.3324      1.353       36.53       9.134       0.01028     0.7319      0.2333      0.853       1           
0.2066      44.97       0.9884      0.1819      1.287       52.43       13.11       0.01024     0.6981      0.05567     0.6928      1           
5.722       60.29       0.9725      0.3367      1.466       30.41       7.601       0.008425    0.6937      1.188       0.7314      1           
0.3013      51.47       0.9561      0.4725      2.155       21.76       5.439       0.007366    0.7663      0.9682      0.4048      1           
6.906       51.73       0.9628      0.3351      1.365       57.55       14.39       0.01073     0.6558      0.7311      0.791       1           
1.002       53.15       0.9805      0.1921      1.82        32.42       8.104       0.005453    0.708       1.402       0.3245      1           
0.5725      62.65       0.9754      0.1541      1.614       22.01       5.502       0.01095     0.7227      1.777       0.1535      1           
1.145       50.1        0.9527      0.4174      1.316       87.4        21.85       0.006027    0.7199      1.379       0.5404      1           
12.46       55.92       0.9939      0.4587      1.847       87.28       21.82       0.01088     0.802       0.4323      0.7419      1           
9.194       47.1        0.9957      0.4015      1.299       86.21       21.55       0.005354    0.6996      0.7344      1.06        1           
0.1288      58.89       0.9703      0.1614      1.485       74.82       18.7        0.003709    0.6573      1.079       0.84        1           
4.945       49.68       0.9967      0.4915      1.736       84.52       21.13       0.007941    0.8261      1.34        0.6758      1           
3.121       41.07       0.9571      0.3221      1.476       63.34       15.84       0.009672    0.7627      1.325       0.9114      1           
1.624       54.62       0.998       0.1605      1.257       34.37       8.591       0.004762    0.8426      0.4992      0.6233      1           
0.337       33.94       0.9854      0.4304      1.834       38.8        9.699       0.005183    0.7694      1.498       0.9852      1           
0.2214      61.84       0.9536      0.3964      1.567       49.3        12.33       0.008364    0.7319      1.693       0.5986      1           
2.823       65.32       0.9977      0.2979      1.791       72.82       18.2        0.007763    0.8358      1.1         0.1753      1           
1.488       57.84       0.969       0.1964      1.396       25.9        6.476       0.007968    0.8001      1.38        0.8125      1           
0.03905     73.62       0.9567      0.1267      1.404       29.11       7.277       0.008451    0.7414      1.745       0.5492      1           
6.31        44.84       0.983       0.191       1.35        70.51       17.63       0.008819    0.7448      1.005       0.2695      1           
1.968       39.31       0.9904      0.3797      1.752       71.32       17.83       0.009162    0.7538      0.6996      0.3133      1           
2.416       73.04       0.9766      0.1273      1.932       89.16       22.29       0.01069     0.6198      0.5007      0.4164      1           
10.1        53.88       0.952       0.1478      1.458       50.47       12.62       0.005102    0.7038      0.6952      0.4134      1           
8.515       44.31       0.95        0.3445      1.717       75.25       18.81       0.009756    0.7926      0.5347      0.306       1           
6.198       53.65       0.9552      0.3129      1.557       45.94       11.49       0.008505    0.7363      0.1206      0.8948      1           
0.5162      42.33       0.9541      0.3097      1.801       56.73       14.18       0.007038    0.671       1.351       0.9212      1           
1.938       59.11       0.9876      0.4643      1.248       80.62       20.16       0.005411    0.657       0.5693      0.1614      1           
9.173       60.91       0.9611      0.1225      1.679       39.45       9.861       0.007233    0.7666      0.4728      0.9356      1           
3.124       56.41       0.9987      0.453       1.728       36.32       9.079       0.00556     0.6792      1.187       0.5458      1           
12.85       65.56       0.9701      0.2182      1.578       58.23       14.56       0.006801    0.6883      0.08959     0.6257      1           
1.69        75.57       0.9524      0.1364      2.08        84.25       21.06       0.003522    0.7156      0.2435      1.021       1           
8.944       57.41       0.9597      0.4677      1.514       52.52       13.13       0.0049      0.6974      0.2055      0.7591      1           
2.826       74.83       0.9712      0.3549      1.437       36.56       9.139       0.005996    0.7892      0.7827      0.2679      1           
4.39        55.85       0.9665      0.4431      1.351       59.04       14.76       0.008212    0.7005      1.031       0.3637      1           
4.397       38.05       0.9893      0.1403      1.619       83.98       20.99       0.004244    0.6789      1.41        0.8586      1           
8.643       46.93       0.99        0.132       1.506       40.8        10.2        0.006204    0.7092      0.1471      0.6873      1           
1.392       56.24       0.9646      0.2446      1.396       89.19       22.3        0.009226    0.6772      0.4242      0.919       1           
1.065       37.25       0.9536      0.4739      2.016       48.78       12.19       0.009944    0.6121      1.545       0.04537     1           
2.911       42.41       0.9973      0.2855      1.373       54.47       13.62       0.004757    0.7052      0.4957      0.1343      1           
5.361       60.32       0.9546      0.1402      1.322       40.93       10.23       0.004794    0.8047      0.05685     0.3368      1           
3.88        42.66       0.9913      0.2697      1.469       64.72       16.18       0.007097    0.7744      0.9946      0.634       1           
6.029       47.61       0.9898      0.3877      1.887       75.1        18.77       0.00493     0.8192      0.01387     0.5093      1           
5.963       41.37       0.9868      0.3787      1.277       43.27       10.82       0.005186    0.695       0.7706      0.2526      1           
0.5572      37.73       0.9686      0.1109      1.968       33.83       8.459       0.007367    0.6123      1.562       0.07601     1           
2.134       68.67       0.9589      0.1506      1.455       87.55       21.89       0.008567    0.7417      0.154       0.7083      1           
0.4288      38.11       0.9532      0.1506      1.996       65.18       16.3        0.008324    0.7697      0.8835      0.1619      1           
1.648       58.45       0.9521      0.4387      1.892       77.44       19.36       0.007263    0.8419      0.6623      0.4913      1           
0.3557      64.41       0.988       0.3965      1.887       74.42       18.61       0.006302    0.8093      1.114       0.2754      1           
1.091       55.72       0.9514      0.2615      1.931       79.95       19.99       0.003537    0.78        1.112       0.6677      1           
1.279       68.95       0.9981      0.1448      1.607       33.77       8.442       0.004112    0.6607      1.376       0.4027      1           
6.736       41.95       0.9524      0.372       1.83        36.38       9.096       0.004572    0.7024      0.1631      0.7769      1           
9.385       60.19       0.9937      0.4041      1.948       85.64       21.41       0.007844    0.8144      0.4829      0.6727      1           
14.48       64.39       0.976       0.1687      1.806       60.11       15.03       0.007606    0.7212      0.2579      1.069       1           
7.127       69.93       0.9757      0.4056      1.469       58.37       14.59       0.006805    0.7525      0.3042      0.7906      1           
1.874       35.49       0.9754      0.4331      1.636       82.32       20.58       0.004457    0.7602      1.31        0.3869      1           
0.05585     71.02       0.9955      0.2095      1.578       41.63       10.41       0.0101      0.6024      0.4638      0.686       1           
8.23        65.63       0.9695      0.3244      1.625       45.35       11.34       0.004327    0.6993      0.09636     0.7894      1           
2.831       44.62       0.9704      0.1558      1.971       88.03       22.01       0.004612    0.8147      0.393       0.4976      1           
3.399       57.32       0.9858      0.1218      1.485       44.11       11.03       0.01049     0.7174      1.015       0.9001      1           
1.479       57.24       0.9684      0.1968      1.82        53.26       13.31       0.008801    0.6887      0.7813      0.1893      1           
1.109       42.75       0.9502      0.3125      1.588       50.77       12.69       0.007894    0.8334      0.584       0.6233      1           
5.072       56.87       0.985       0.1759      1.366       47.02       11.76       0.00594     0.8253      0.5571      0.6326      1           
6.482       42.66       0.9997      0.3922      1.96        52.98       13.25       0.005851    0.7321      0.3206      0.9926      1           
1.844       46.74       0.9945      0.1836      1.225       73.75       18.44       0.005608    0.6806      1.719       0.07256     1           
1.348       57.64       0.9912      0.1377      1.625       27.98       6.996       0.005453    0.6374      0.2699      0.2224      1           
14.52       62.25       0.989       0.2392      1.541       60.32       15.08       0.005539    0.708       0.01949     0.5726      1           
6.708       59.98       0.994       0.3397      1.613       75.56       18.89       0.008705    0.7323      0.4589      0.3293      1           
1.241       57.78       0.9594      0.3924      2.166       48.35       12.09       0.007774    0.6756      1.589       0.7723      1           
8.875       49.7        0.9515      0.3856      1.684       84.64       21.16       0.009647    0.7755      0.5579      0.4802      1           
0.4365      51.26       0.9892      0.4819      1.849       65.05       16.26       0.005734    0.6714      1.292       0.04354     1           
3.584       50.9        0.9672      0.1181      1.399       46.96       11.74       0.009963    0.6793      1.367       0.4264      1           
6.724       45.9        0.9534      0.2982      1.524       45.46       11.37       0.008744    0.6841      1.111       0.8244      1           
0.1932      42.18       0.9554      0.181       1.375       50.41       12.6        0.005547    0.6379      0.03904     0.1091      1           
2.696       70.48       0.9969      0.2747      1.268       80.43       20.11       0.006374    0.6858      1.571       0.5933      1           
0.7182      61.57       0.9923      0.1849      1.76        30.22       7.554       0.008293    0.7555      0.7889      0.2511      1           
14.15       58.96       0.9761      0.3287      1.486       82.68       20.67       0.007486    0.7843      0.1417      0.5933      1           
2.161       46          0.9621      0.4255      1.944       87.24       21.81       0.005093    0.8014      1.523       0.3543      1           
5.026       46.83       0.9621      0.1019      1.908       45.32       11.33       0.004178    0.686       0.5246      0.8706      1           
2.036       50.5        0.9774      0.3082      1.43        62.22       15.55       0.004137    0.6441      1.319       0.8204      1           
3.801       56.21       0.9568      0.4375      1.785       29.46       7.364       0.003592    0.7826      0.2419      0.3003      1           
4.084       66.24       0.9992      0.4997      1.444       33.45       8.362       0.011       0.6862      0.6256      0.3328      1           
5.804       59.37       0.9529      0.4811      1.508       51.49       12.87       0.007759    0.8006      0.6037      0.9639      1           
12.67       66.89       0.9933      0.4095      1.807       49.96       12.49       0.007918    0.7371      0.06425     0.8446      1           
3.186       45.21       0.9758      0.1474      1.452       48.1        12.02       0.009173    0.8259      1.137       0.9358      1           
0.848       38.46       0.9547      0.4518      1.359       32.99       8.246       0.01098     0.7641      0.7616      0.2602      1           
0.2167      54.95       0.9981      0.3015      2.057       73.07       18.27       0.00755     0.7049      0.4787      0.9416      1           
5.64        67.48       0.9941      0.3492      1.608       84.74       21.19       0.008925    0.8215      0.7591      0.8387      1           
3.209       66.22       0.9641      0.4458      1.711       66.09       16.52       0.007483    0.6978      0.1263      0.315       1           
4.327       42.3        0.9704      0.1937      1.402       71.99       18          0.007636    0.7384      0.4093      0.2294      1           
1.151       39.01       0.9723      0.3944      2.044       55.02       13.75       0.004844    0.7512      0.03999     0.1088      1           
12.43       52.34       0.9629      0.4931      1.859       56.92       14.23       0.007243    0.7761      0.1731      1.026       1           
3.647       42.14       0.9558      0.3089      1.735       33.13       8.282       0.006848    0.7412      0.4384      0.7584      1           
14.16       63.08       0.9729      0.1661      1.564       60.44       15.11       0.006938    0.7377      0.1343      0.8808      1           
0.3161      75.33       0.9737      0.3566      1.397       85.95       21.49       0.01005     0.8167      0.5452      0.4616      1           
5.826       46.47       0.9742      0.4791      1.459       39.54       9.884       0.007636    0.8161      0.1281      0.6687      1           
2.193       40.61       0.9701      0.3625      1.706       70.42       17.61       0.006324    0.6725      1.632       0.656       1           
0.987       71.15       0.9722      0.1791      1.742       80.62       20.16       0.008644    0.6539      0.7451      0.1805      1           
13.68       62.5        0.9901      0.1945      1.787       53.59       13.4        0.01031     0.7433      0.294       0.8814      1           
0.1772      79.2        0.9933      0.3277      2           29.48       7.371       0.003459    0.7153      0.1684      0.03747     1           
1.93        64.22       0.9541      0.4159      1.429       45.68       11.42       0.009405    0.693       1.583       0.1667      1           
1.492       36.44       0.9655      0.243       1.653       83.7        20.93       0.01036     0.7131      0.2577      0.1893      1           
1.745       49.32       0.969       0.4746      1.359       54.02       13.5        0.008138    0.7527      1.254       1.016       1           
7.103       58.33       0.9913      0.2843      1.595       75.88       18.97       0.007072    0.7874      0.2123      0.9128      1           
1.458       34.78       0.9983      0.2314      1.589       67.52       16.88       0.01062     0.6789      0.1988      0.2697      1           
0.7743      43.68       0.9582      0.2202      1.439       85.9        21.48       0.004075    0.6542      0.3828      0.5146      1           
0.9174      33.48       0.9633      0.2931      1.612       25.68       6.421       0.01057     0.8219      0.3079      0.431       1           
1.024       37.65       0.9561      0.4114      1.852       28.98       7.244       0.003833    0.7958      0.7098      0.7743      1           
5.609       47.79       0.9737      0.3218      1.385       55.58       13.9        0.005208    0.7686      0.7851      0.8531      1           
1.106       47.83       0.9716      0.2467      1.584       35.74       8.934       0.007792    0.7322      0.2548      0.5107      1           
3.146       49.16       0.9991      0.3082      1.723       82.41       20.6        0.009599    0.6289      0.5206      0.7152      1           
2.803       58.15       0.987       0.3598      1.281       60.82       15.21       0.006173    0.8036      1.091       1.026       1           
7.911       61.61       0.9689      0.1229      1.822       40.35       10.09       0.007915    0.7691      0.206       0.4672      1           
14.77       57.02       0.9952      0.3013      1.444       46.61       11.65       0.009317    0.785       0.04923     0.8963      1           
14.99       64.44       0.9528      0.1351      1.659       58.18       14.54       0.007069    0.7573      0.19        0.8928      1           
1.123       49.54       0.9988      0.1823      1.458       58.99       14.75       0.004929    0.8217      1.339       0.985       1           
10.05       50.67       0.9822      0.4266      1.799       37.35       9.338       0.009126    0.7078      0.2871      1.086       1           
10.61       63.18       0.9911      0.3191      1.843       53.45       13.36       0.008268    0.754       0.4339      0.8034      1           
7.821       45.22       0.9628      0.4082      1.578       86.42       21.61       0.007116    0.7332      0.9289      0.6619      1           
0.342       65.99       0.9937      0.2184      1.924       62.99       15.75       0.00993     0.641       0.9793      0.8469      1           
0.7134      61.58       0.9586      0.4845      1.581       29.45       7.363       0.009529    0.8468      0.8455      0.3233      1           
1.556       62.89       0.985       0.3386      2.029       58.37       14.59       0.005113    0.6179      0.07473     0.2013      1           
1.273       67.37       0.9777      0.4951      1.367       26.1        6.525       0.005693    0.7389      1.441       0.2909      1           
5.654       65.99       0.9804      0.119       1.556       88.43       22.11       0.005999    0.7773      1.274       0.2135      1           
0.8919      36.81       0.9868      0.4655      1.919       25.85       6.463       0.008379    0.652       1.03        0.9182      1           
2.933       35.5        0.9617      0.1735      1.504       63.66       15.91       0.008138    0.648       1.217       0.2989      1           
4.771       47.72       0.9828      0.2283      1.593       43.51       10.88       0.007597    0.6623      0.5863      0.8657      1           
9.628       64.88       0.9837      0.1552      1.532       56.01       14          0.00794     0.79        0.773       0.7488      1           
6.691       68.24       0.963       0.2488      1.762       84.83       21.21       0.01049     0.6788      0.729       0.6934      1           
1.483       34.21       0.999       0.4295      1.557       47.07       11.77       0.00824     0.6735      0.2594      0.1394      1           
0.5046      64.18       0.9589      0.2276      1.848       31.83       7.958       0.007382    0.736       0.4116      0.1282      1           
0.8244      61.16       0.9847      0.438       1.776       31.3        7.824       0.009385    0.6992      1.055       0.6622      1           
3.35        45.93       0.9977      0.3218      1.917       86.57       21.64       0.005399    0.6254      0.867       0.6164      1           
0.6794      59.78       0.9667      0.1122      2.016       34.21       8.552       0.005136    0.6498      0.4774      0.8002      1           
0.03891     50.42       0.9811      0.288       1.299       76.96       19.24       0.005574    0.7916      1.542       0.7929      1           
3.02        71.66       0.9784      0.2076      1.916       72.38       18.09       0.008622    0.6725      0.7828      1.018       1           
2.151       69.79       0.9813      0.1072      1.793       42.24       10.56       0.003805    0.785       1.735       0.3008      1           
0.2186      76.83       0.9776      0.2291      1.289       79.18       19.8        0.008623    0.7566      1.657       0.2105      1           
5.743       61.93       0.9972      0.1667      1.774       82.42       20.61       0.004513    0.6867      0.7827      0.2171      1           
1.703       70.19       0.9515      0.2854      1.216       73.8        18.45       0.009571    0.8365      0.1803      0.9559      1           
2.979       67.75       0.9745      0.1712      1.29        30.01       7.503       0.003425    0.6239      0.6135      0.1769      1           
5.773       68.94       0.968       0.2783      1.572       72.53       18.13       0.004924    0.7831      1.002       0.3925      1           
3.553       70.94       0.9546      0.2369      1.397       28.47       7.118       0.01036     0.6375      0.6203      0.5966      1           
2.877       42.15       0.9678      0.2883      1.241       79.54       19.88       0.008024    0.8068      1.053       0.7702      1           
7.035       49.9        0.9524      0.4933      1.698       48.73       12.18       0.004464    0.6935      0.8379      0.62        1           
2.041       59.1        0.9838      0.3415      1.893       44.85       11.21       0.01016     0.7179      0.1951      0.4765      1           
8.792       66.89       0.9553      0.2589      1.485       45.4        11.35       0.008949    0.7917      0.6304      0.7821      1           
2.854       44.1        0.9846      0.1284      1.514       60.02       15.01       0.004484    0.6449      0.6709      0.7873      1           
7.822       47.49       0.9652      0.4821      1.473       42.55       10.64       0.006106    0.7192      0.5603      0.7184      1           
0.5172      55.53       0.9723      0.1016      1.942       39.5        9.876       0.006219    0.7165      0.2012      0.263       1           
5.152       50.81       0.9598      0.4779      1.658       64.79       16.2        0.00375     0.6975      0.9697      0.5016      1           
4.497       72.36       0.9915      0.4016      1.706       81.32       20.33       0.009162    0.7297      1.301       0.5353      1           
0.9063      31.84       0.9596      0.1268      1.416       79.94       19.99       0.003812    0.6292      0.9248      0.5194      1           
12.27       53.71       0.9521      0.384       1.33        54.54       13.64       0.008874    0.7813      0.2642      1.031       1           
14.09       61.41       0.9968      0.3807      1.295       73.62       18.4        0.008342    0.7497      0.1667      1.178       1           
1.093       64.39       0.9716      0.3393      1.637       44.33       11.08       0.004947    0.6396      1.264       0.3315      1           
0.9059      75.42       0.9851      0.4077      2.081       71.89       17.97       0.006288    0.7142      0.01699     0.7933      1           
2.76        69.9        0.9704      0.2112      1.765       47.34       11.84       0.008223    0.8356      0.4597      0.9943      1           
0.174       55.81       0.9628      0.4268      1.834       57.9        14.48       0.003697    0.6649      1.56        0.02839     1           
0.9335      55.33       0.9601      0.3302      1.865       83.07       20.77       0.006829    0.607       0.5811      0.9611      1           
0.2427      73.42       0.994       0.3271      1.69        75.6        18.9        0.003753    0.7807      1.004       0.5478      1           
1.747       44.99       0.9596      0.4322      1.896       46.06       11.52       0.008123    0.6254      1.782       0.1897      1           
7.921       49.19       0.9538      0.3772      1.433       83.72       20.93       0.008866    0.6998      0.6916      0.9431      1           
0.2587      70.81       0.9646      0.4859      2.112       73.05       18.26       0.005967    0.825       0.5476      0.04591     1           
13.72       53.35       0.9852      0.2856      1.717       78.6        19.65       0.007546    0.7278      0.1615      0.9817      1           
6.63        56.29       0.9544      0.4057      1.621       81.38       20.34       0.007825    0.7744      0.9722      0.8202      1           
5.341       43.52       0.9847      0.2456      1.755       53.65       13.41       0.005534    0.638       1.087       0.7826      1           
14.76       60.99       0.9685      0.4404      1.508       70.2        17.55       0.007023    0.745       0.108       0.7701      1           
6.758       42.66       0.9687      0.2873      1.825       72.74       18.19       0.01064     0.7664      0.1985      0.9279      1           
1.09        38.68       0.9743      0.1272      1.605       23.06       5.766       0.01052     0.7277      1.445       0.8108      1           
14.72       58.08       0.9807      0.4173      1.556       52.84       13.21       0.01046     0.7963      0.00241     0.7194      1           
5.533       64.96       0.9906      0.262       1.692       58.2        14.55       0.01001     0.6587      0.865       0.8313      1           
0.2212      61.09       0.9816      0.3659      2.177       44.59       11.15       0.0106      0.8172      1.02        0.3588      1           
1.309       57.17       0.9711      0.469       1.451       27.72       6.93        0.003964    0.6156      0.186       0.93        1           
9.728       67.21       0.9781      0.4615      1.908       86.6        21.65       0.005927    0.6827      0.1528      0.3613      1           
5.964       42.93       0.9596      0.1278      1.966       87.98       21.99       0.00612     0.7382      0.8634      0.787       1           
0.03548     55.83       0.9768      0.1484      1.82        21.62       5.405       0.004259    0.7069      1.108       0.7039      1           
5.897       57.74       0.9974      0.4536      1.333       30.95       7.738       0.00871     0.7208      0.9583      0.5276      1           
6.345       59.35       0.9869      0.347       1.343       38.44       9.611       0.004057    0.6894      0.05846     0.9772      1           
3.349       40.22       0.9641      0.2261      1.894       36.19       9.046       0.007957    0.6278      0.7054      0.4462      1           
3.801       61.19       0.9765      0.243       1.779       56.53       14.13       0.01077     0.6291      1.501       0.1847      1           
3.105       35.73       0.9887      0.3763      1.509       67.65       16.91       0.005983    0.8326      1.011       0.9395      1           
0.3941      38.57       0.9919      0.1934      1.755       33.21       8.302       0.0105      0.7669      1.827       0.5005      1           
0.0522      59.19       0.9865      0.3783      1.889       27.36       6.841       0.005883    0.7018      1.008       0.8078      1           
0.5896      63.61       0.9944      0.3668      1.226       73.25       18.31       0.009091    0.848       1.466       0.9103      1           
5.781       43.33       0.9538      0.2847      1.258       78.43       19.61       0.0105      0.7981      1.076       0.2898      1           
0.9518      63.78       0.9521      0.4496      1.289       71.16       17.79       0.01074     0.6941      0.5754      0.9734      1           
2.493       48.15       0.9677      0.1546      1.449       25.33       6.332       0.007488    0.7789      1.067       0.1191      1           
11.23       67.76       0.972       0.4166      1.569       74.2        18.55       0.009483    0.7895      0.3891      1.123       1           
5.143       55.71       0.9994      0.1588      1.954       60.3        15.08       0.007083    0.7364      0.1306      0.9783      1           
6.42        45.01       0.9648      0.1001      1.266       41.35       10.34       0.009027    0.6455      0.9708      0.4554      1           
0.09941     58.94       0.9926      0.3055      1.97        78.6        19.65       0.009568    0.6809      1.437       0.5082      1           
0.01481     75.87       0.9536      0.4856      2.185       28.14       7.035       0.009392    0.6219      1.867       0.6072      1           
0.2693      75.34       0.9829      0.3697      2.109       70.62       17.66       0.003036    0.8308      0.9775      0.5722      1           
0.04231     52.97       0.9874      0.4467      1.855       62.84       15.71       0.006936    0.6512      1.06        0.3983      1           
1.077       71.24       0.9807      0.4237      1.838       27.85       6.962       0.004476    0.7171      0.6852      0.7374      1           
1.389       71.66       0.9764      0.1536      1.392       48.72       12.18       0.003269    0.7335      0.066       0.1045      1           
3.912       65.37       0.9932      0.3785      2.081       34.53       8.633       0.008552    0.7825      0.09338     0.9434      1           
2.257       57.64       0.9607      0.3365      1.742       29.59       7.397       0.009376    0.715       0.964       0.95        1           
3.865       41.41       0.966       0.169       1.485       69.78       17.45       0.008471    0.7671      0.5902      0.2543      1           
4.028       54.74       0.9868      0.4606      1.911       79.25       19.81       0.004255    0.645       0.0999      0.5707      1           
9.902       59.55       0.954       0.3493      1.709       88.09       22.02       0.007712    0.7802      0.03635     0.5399      1           
1.265       36.22       0.9743      0.2306      1.707       58.4        14.6        0.004029    0.7377      0.7973      0.4066      1           
2.198       33.72       0.9642      0.1364      1.413       84.94       21.24       0.008465    0.6442      0.4823      1.022       1           
0.3738      62.85       0.9547      0.3306      1.204       82.47       20.62       0.003452    0.7599      0.0964      0.6582      1           
4.286       71.2        0.984       0.1989      1.443       84.49       21.12       0.004352    0.73        0.3554      0.7135      1           
3.042       53.11       0.9891      0.4751      1.923       51.57       12.89       0.008381    0.6692      1.432       0.8678      1           
5.283       73.64       0.9998      0.4001      1.666       81.66       20.42       0.003747    0.7822      1.306       0.922       1           
0.5091      74.07       0.9557      0.1034      2.106       86.47       21.62       0.008947    0.6062      0.3325      0.2144      1           
10.56       65.79       0.9806      0.4547      1.729       40.14       10.04       0.009597    0.799       0.4459      0.5449      1           
8.644       54.35       0.968       0.1556      1.705       87.89       21.97       0.0109      0.6718      0.7369      1.05        1           
12.85       66.84       0.9564      0.275       1.391       76.44       19.11       0.008456    0.7888      0.1811      0.7968      1           
1.19        61.31       0.9941      0.3917      1.865       42.86       10.72       0.008109    0.803       0.7456      0.7142      1           
14.07       54.24       0.9963      0.4444      1.72        46.09       11.52       0.005947    0.774       0.1417      0.7202      1           
6.346       48.83       0.9807      0.3331      1.284       42.38       10.6        0.004194    0.6775      0.9378      0.6124      1           
4.689       43.65       0.9656      0.4246      1.54        29.48       7.369       0.004031    0.7017      0.7983      1.058       1           
12.9        56.56       0.9532      0.128       1.464       67.65       16.91       0.005777    0.7168      0.1342      0.62        1           
0.1754      62.2        0.9893      0.2463      1.643       32.21       8.053       0.009215    0.6522      1.809       0.6639      1           
2.917       54.22       0.9954      0.1258      1.531       27.85       6.962       0.008611    0.7495      0.3698      0.1742      1           
7.718       65.35       0.9758      0.1085      1.463       71.65       17.91       0.004864    0.8237      0.4623      0.9204      1           
3.372       37.9        0.9986      0.245       1.249       33.14       8.284       0.008173    0.8106      0.8817      0.847       1           
0.08475     46.44       0.9633      0.4211      1.977       27.44       6.86        0.01092     0.656       1.751       0.5325      1           
12.5        52.28       0.9678      0.2891      1.295       56.93       14.23       0.007361    0.7839      0.463       0.4766      1           
2.495       61.88       0.984       0.3702      2.035       37.94       9.484       0.01045     0.801       1.395       0.314       1           
5.183       70.28       0.9772      0.3816      1.917       75.54       18.88       0.01092     0.674       0.3653      0.4066      1           
0.7763      47.31       0.9763      0.3297      1.7         55          13.75       0.008077    0.7672      1.051       0.3277      1           
0.3849      56.47       0.961       0.3234      1.824       84.3        21.07       0.005198    0.6052      1.555       0.9413      1           
1.704       67.36       0.9615      0.4419      2.098       32.27       8.067       0.009595    0.7006      0.8378      0.2673      1           
0.6721      65.78       0.9768      0.2055      1.978       63.91       15.98       0.008978    0.7211      1.033       0.6387      1           
14.93       64.03       0.9667      0.2236      1.734       59.81       14.95       0.006669    0.7261      0.1708      0.9339      1           
1.95        71.54       0.9837      0.3409      1.755       72.2        18.05       0.005223    0.6956      1.634       1.006       1           
2.835       35.95       0.9759      0.2454      2.08        82.89       20.72       0.003508    0.6293      0.6038      0.9313      1           
12.28       58.98       0.9754      0.2704      1.377       89.47       22.37       0.007108    0.7672      0.1291      0.9732      1           
3.652       66.48       0.9668      0.4222      1.479       35.54       8.885       0.008344    0.7993      0.03812     1.028       1           
1.286       71.94       0.978       0.2375      2.009       70.98       17.74       0.004024    0.796       0.62        0.4788      1           
0.3445      36.63       0.9866      0.2486      1.583       85.38       21.34       0.003798    0.764       1.835       0.8741      1           
11.45       68.45       0.967       0.2211      1.345       43.28       10.82       0.008201    0.8047      0.09502     0.9685      1           
0.5864      49.11       0.9919      0.15        2.087       47.84       11.96       0.008716    0.7485      1.038       0.4916      1           
0.1052      57.49       0.9637      0.2444      1.338       35.49       8.872       0.007205    0.6478      0.9846      0.6434      1           
8.511       58.69       0.9648      0.177       1.915       49.32       12.33       0.005248    0.7549      0.5194      0.8166      1           
1.526       33.25       0.9865      0.4211      1.247       36.04       9.009       0.008196    0.7153      1.7         0.3088      1           
4.218       42.08       0.9539      0.2835      1.848       50.26       12.56       0.009723    0.7799      1.353       1.038       1           
7.819       66.42       0.9579      0.4947      1.684       81.11       20.28       0.009972    0.7419      0.5589      1.09        1           
2.303       66.88       0.9738      0.4514      1.658       74.96       18.74       0.006237    0.6984      0.222       0.9866      1           
0.2264      76.45       0.9998      0.1255      2.102       68.67       17.17       0.003101    0.7988      0.2482      0.4837      1           
1.489       57.7        0.9903      0.4834      1.574       53.34       13.33       0.0106      0.7947      0.748       0.6759      1           
13.26       65.98       0.9903      0.4483      1.35        70.86       17.71       0.01005     0.7883      0.2459      1.018       1           
9.973       69.82       0.9743      0.4893      1.377       83.51       20.88       0.008125    0.6762      0.6202      0.4098      1           
0.4916      67.24       0.9761      0.2656      1.446       59.96       14.99       0.01014     0.6042      1.899       0.5063      1           
2.697       65.46       0.9883      0.4545      1.424       63.24       15.81       0.009291    0.6732      0.8337      0.593       1           
7.477       46.98       0.9616      0.2231      1.503       33.48       8.371       0.007427    0.7784      1.082       0.5334      1           
10.98       61.49       0.9932      0.4818      1.412       38.93       9.732       0.009048    0.8091      0.6178      0.8546      1           
14.66       56.03       0.9757      0.438       1.607       45.8        11.45       0.007125    0.77        0.1753      0.6323      1           
7.952       69.71       0.97        0.1577      1.797       73.99       18.5        0.005841    0.6974      0.9696      1.094       1           
1.137       40.46       0.9798      0.1991      2.125       56.88       14.22       0.007458    0.6974      0.7122      0.03812     1           
13.73       62.59       0.9877      0.4148      1.585       64.67       16.17       0.009489    0.6949      0.3128      1.048       1           
7.053       54.57       0.9904      0.1619      1.687       43.71       10.93       0.006115    0.719       1.034       0.5293      1           
0.279       53.36       0.9542      0.2094      2.107       43.44       10.86       0.009604    0.7232      0.1057      0.5858      1           
0.3772      59.99       0.9774      0.3796      1.663       74.17       18.54       0.008443    0.7011      0.6327      0.4243      1           
7.428       58.94       0.9997      0.2564      1.71        79.33       19.83       0.009398    0.7282      0.2068      0.4261      1           
4.075       64.01       0.9543      0.4352      1.602       31.14       7.785       0.00581     0.7581      1.252       0.7246      1           
5.81        68.7        0.9853      0.4952      1.908       38.62       9.655       0.005536    0.6437      1.093       0.8382      1           
0.6463      74.79       0.9793      0.1598      2.045       40.85       10.21       0.01043     0.8294      0.1867      0.9627      1           
1.526       42.59       0.9685      0.3822      1.98        76.54       19.14       0.007904    0.8213      0.01644     0.9089      1           
4.846       58.1        0.9815      0.4277      1.588       58.39       14.6        0.005117    0.8232      1.178       0.989       1           
9.012       63.44       0.9609      0.1888      1.632       52.27       13.07       0.004654    0.764       0.4426      0.7999      1           
